Phrase,Frequency
kʼi fʼe̩wñ,43
mi wa,42
", lewa",42
e̩ne̩ke̩le̩ bi,42
la ako,42
jo̩ kpa,42
"efojale ,",42
ñw o̩la-we̩,42
tef o̩wo̩,42
kʼu ka,42
chuu ;,42
"ogbegbele̩ ,",42
", eju",42
todu owñ,42
ko jʼef,42
o̩jo̩ kakini,42
mose̩s .,42
mu ma,42
todule̩ oñ,42
mebie le̩,42
kpai je̩rusale̩m,42
ame̩ ku,42
abe̩le̩ ma,42
"e-ma ,",42
ewo juda,42
ane̩ kenan,42
? e̩,42
n. uwe̩,42
"eñini-i ,",42
"o̩na ,",42
tak onobule̩,42
che kpa,42
du ugbo,42
taku jihofa,42
abo kiafo̩,42
wa jeju,42
ki bi,42
", atogwo",42
", ef",42
ame̩wñ iñmi,42
e̩ kʼe̩,41
", o̩gba",41
du kwane̩,41
wa je̩rusale̩m,41
", dagba",41
. fai,41
u muda,41
kʼi ku,41
ki kpa,41
ma ache,41
meji ;,41
"wʼugbo-wñ ,",41
jisus kraist,41
je̩rusale̩m ;,41
u chema,41
"unyi ,",41
i nʼugbo,41
lewatu abu,41
nyʼo̩gwo̩ko̩ ogu,41
", ukpe̩",41
"la ,",41
fʼone̩ kpe̩,41
ma gudu,41
; onu,41
so̩l kakini,41
tane̩ .,41
aka-i .,41
"nyo̩gba ,",41
omi ma,41
tak olu,41
"kiafo̩ ,",41
", ewo",41
aboke̩le̩ ku,41
de̩ hiolo,41
; o̩jo̩,41
mu .,41
ma gbe̩,41
ma mʼe̩wñ,41
", jisus",41
", odu-mi",41
kraist jisus,41
le̩ dohi,41
o̩jo̩ me̩ta,41
"aka ,",41
omi che,41
te̩ ñwu,41
ki ra,41
oñ o̩la,40
aboke̩le̩ le̩,40
"bie̩ ,",40
e̩ ;,40
dago jo̩,40
eju n,40
israe̩l kpai,40
du wʼugbo,40
li mi,40
fu ma,40
one̩ du,40
ma nʼe̩wñ,40
todabu ku,40
? ama,40
"ame̩ ,",40
te̩ n.,40
o̩wo̩ te̩,40
i laño̩,40
la du,40
la ne̩,40
ma ta,40
", odu-mi",40
e̩ kakini,40
u ño̩,40
ñw aro̩n,40
n. ma,40
nyoke me̩ta,40
kʼi dago,40
ñw owñ,40
oñ ef,40
ugbo mi,40
deju .,40
", oj",40
"so̩l ,",40
kate n,40
tabale ;,40
oñ amone̩,40
unabe̩-wñ la,39
ki wewe,39
tak ama,39
", o̩la-wñ",39
"amatama ,",39
kpai abogijo,39
omi ki,39
"ñmo̩ ,",39
kwe̩ kwe̩,39
me̩ ko,39
mʼe̩ne̩ke̩le̩ n,39
"ejodudu ,",39
unyi uga,39
ñw ebraham,39
", lewa",39
che kpai,39
amo̩jo̩ omune̩,39
juda chaka,39
ondu .,39
"kraisti ,",39
todu ama,39
la chʼutodu,39
gbo̩ n,39
taku jeko̩b,39
ma kpe̩,39
abo siria,39
? jisus,39
", o̩jo̩-me̩",39
du oj,39
ma dabi,39
ogue̩gwa nyoke,39
ki jisus,39
ma akpa,39
i bi,39
kpai ukpo,39
nañwa ñw,39
o̩wo̩ .,39
e̩wñ eche,39
; e̩,39
che todu,39
kʼi chʼo̩jo̩,39
"jeju ,",39
ile̩ du,38
: omi,38
ugbo me̩,38
le̩ ta,38
dago o̩gba,38
likpa alu,38
la dago,38
ma fʼabo,38
ki afo̩,38
alo ;,38
"gbede ,",38
", onu",38
kʼu nadu,38
ma adʼu,38
e̩wñ-i du,38
o̩la kʼi,38
", agba",38
manyʼane̩ ije̩-wñ,38
gbo̩ abu,38
olu ki,38
jʼef uwñ,38
. anubi,38
filistia le̩,38
kpe̩ wa,38
ñw o̩jo̩,38
todu o̩jo̩,38
onobule̩ .,38
tod uwñ,38
", iko",38
ma mud,38
du tʼef,38
tak o̩jo̩,38
tʼeñini .,38
i ko,38
"kraist ,",38
abe̩le̩ ge̩,38
a ki,38
"ne ,",38
hi reju,38
chʼe-ku ma,37
todabu ki,37
ami .,37
one̩ ki,37
"ojoji ,",37
efu kraist,37
o̩jo̩ ka,37
tak e̩gba,37
fʼu mu,37
i dʼodu-wñ,37
la mud,37
kadua ñw,37
", ochu",37
abe̩le̩ oñ,37
. amone̩,37
bʼuma ma,37
ojoji du,37
rikpolo tef,37
e̩wñ o̩la,37
", je̩",37
oñ naje̩,37
ewo defid,37
kʼi gba,37
che uko̩lo̩,37
du rikpolo,37
kʼabo uche̩ichi,37
e̩wñ e̩nyo̩,37
ne̩ ;,37
bʼo̩la ma,37
"nyo̩ ,",37
me̩ta nyoke,37
ñwu so̩l,37
e̩gbale̩ tak,37
ma ko̩la,37
ubi le̩,37
ki de,37
waa .,37
ne̩ n,37
iche̩wñ kʼuwe̩,37
tane̩ le̩,37
ma deju,37
una ki,37
ko jo̩,37
ojane̩ o̩jo̩,37
ef o̩la,37
kʼi dʼu,37
kate .,37
"oji-wñ ,",37
; e̩gbale̩,37
oji ajo̩,37
nyoke me̩gwa,37
e-le̩ oñ,37
chaka kakini,37
ki dʼowñ,37
kwef o̩lo̩pu,37
ño̩ li,37
eju ;,37
ki dukpe̩,37
otete otete,36
in .,36
meji nyoke,36
"e-israe̩l ,",36
me̩ du,36
che̩ko̩ rʼef,36
ko kwef,36
mud e̩ne̩,36
abo le̩,36
ane̩ juda,36
ame̩ ama,36
owñ la,36
"ata-wñ ,",36
ma fo̩,36
che me̩,36
du ka-i,36
i nʼe̩ne̩,36
la jo̩,36
? abe̩le̩,36
alugbo̩na unyabo,36
kʼomi ki,36
kʼi deju,36
. todabu,36
ef afu,36
odufa ekpikpa,36
la dʼugbo,36
ka-i ;,36
dodo ane̩,36
du kʼone̩,36
ugbo kʼe̩,36
todu iche̩bo̩,36
ijipti .,36
muda je̩,36
ko ta,36
alu kʼe̩wñ,36
o̩do̩ o̩gbo̩,36
ijipti wa,36
kpʼabo lifai,36
"dachi ,",36
", kʼe̩wñ",36
me̩lu .,36
kʼu ko,36
la chʼe̩wñ,36
kʼa la,36
abunyi israe̩l,36
ama i,36
oli me̩fa,36
li ma,36
; omi,36
o ondu,36
omi muda,36
"lo̩ ,",36
ñwu fero,36
amone̩ ki,36
la fʼuma,36
"tule ,",35
", ata-mi",35
u. oñ,35
mi ?,35
abe̩le̩ oñ,35
i mʼumi,35
ef e̩do̩-wñ,35
uche̩ichi ku,35
"chʼe-mi ,",35
do̩ jihofa,35
ane̩ ile̩-i,35
"aku ,",35
o̩lo̩pu israe̩l,35
? ame̩,35
dohi ka,35
kʼi adu,35
o onu,35
du ane̩,35
e-le̩ ge̩,35
atogwo ñw,35
i kwʼo̩mo̩,35
", agba",35
kojo̩ ñw,35
ma kwef,35
gbo̩ o̩la,35
mebie ;,35
we̩ .,35
mose̩s le̩,35
ñw o̩la-me̩,35
wʼugbo we̩,35
o̩mo̩ ma,35
"nyʼo̩gwo̩ko̩ ,",35
i ma,35
"ohimini ,",35
", o̩jo̩-wa",35
no̩ tane̩,35
", ochochi",35
"ile̩-i ,",35
ef unyabo,35
la fu,35
ma jʼugbo,35
kwane̩ odudu,35
te̩ ef,35
"gbiti ,",35
israe̩l la,35
oli ki,35
tʼoj ane̩,35
kʼamo̩ma israe̩l,35
me̩ ne̩,35
one̩ .,35
; u,35
taku jose̩f,35
fʼabo ku,35
che tod,35
defid .,35
"che̩ ,",35
dagba ma,34
le n.,34
mʼe̩wñ du,34
", aka",34
", kʼe̩ne̩",34
ne̩ e̩wñ,34
u n.,34
kʼa ma,34
line̩n ku,34
nyoke mebie,34
la chʼohibo̩wo̩,34
e̩gba kʼe̩,34
ma mʼuma,34
! todu,34
ko̩ ma,34
? go,34
wane̩ .,34
mudu ka,34
tak owñ,34
kraisti jisus,34
fa ?,34
n. e̩ne̩,34
gbogbo kad,34
e̩bie̩ne̩ du,34
i du,34
"o̩kpakpa ,",34
tak abu,34
jo̩ n,34
du mi,34
eju o̩jo̩,34
du le̩,34
e̩wñ o̩kpakpa,34
ma ño̩,34
", odu",34
ñw e̩-i,34
", o̩jo̩-we̩",34
", ami",34
o̩na le̩,34
ke ;,34
mak e̩,34
e̩ne̩ le̩,34
ma tane̩,34
ma kpala,34
je̩ le̩,34
todu abo,34
", oka",34
ji .,34
adu le̩,34
"amata-ma ,",34
ñwu jo̩shua,34
o̩jo̩ n,34
: ma,34
ki gba,34
kpe̩ kpai,34
egini kpai,34
onu siria,34
ki aje̩,34
todabu kʼu,34
la nʼe̩wñ,34
ne̩ le̩,33
dʼume̩ e̩do̩,33
ama iche̩wñ,33
tago ofo,33
kʼi fu,33
ño̩ de̩,33
jihofa du,33
"e̩wñ-i ,",33
dʼef ume̩,33
fʼuma mu,33
iche̩wñ ki,33
meji kpai,33
ki le,33
ma dojikane̩,33
ko e̩wñ,33
. lef,33
oji jihofa,33
iko ku,33
u muda,33
jihofa n,33
"ogume̩lu ,",33
kpa le̩,33
lifai ku,33
"ojale ,",33
", o̩maye",33
de̩ je̩rusale̩m,33
nadu ñw,33
kpuche̩ wa,33
o̩ma one̩,33
taku jo̩shua,33
ña mi,33
nyʼo̩gwo̩ko̩ me̩gwa,33
taku so̩lo̩mo̩n,33
kʼi le,33
ma nyo̩,33
chane̩ ejʼonu,33
o̩jo̩ du,33
fʼamonuche̩ kpe̩,33
bi ma,33
gba .,33
i dabe̩ne̩,33
"eche ,",33
uche̩ achiwebe̩te̩ma,33
israe̩l ka,33
le gu,33
todu wa,33
kpe̩ nyʼugbo,33
", jʼonu",33
", o̩ko̩",33
"ra ,",33
kʼo̩la-ma jeju,33
la mʼe̩wñ,33
ku so̩l,33
todu kʼuwe̩,33
israe̩l ki,33
kpai ame̩,33
kpai ukpe̩reji,33
"dure ,",33
kwʼugbo jihofa,33
le dufu,33
onobule̩ kʼi,33
", one̩",33
ako̩la ñw,33
akpa ma,33
nana ;,33
nako̩la ñw,33
"ooje ,",33
. ubi,32
ñw a.,32
ge̩ :,32
chai e̩gba,32
onu mebie,32
ki fe̩do̩,32
ma ru,32
o̩jo̩ kpai,32
"adure ,",32
kʼu du,32
kʼame̩ ma,32
che iche̩bo̩,32
o̩wo̩ awo̩to̩,32
"tila ,",32
kʼi fʼuma,32
ma ugbo,32
kpai e̩do̩,32
ma dʼo̩,32
du oñ,32
owñ chʼe̩gba,32
no̩ ñwu,32
ki fʼu,32
o̩gbo̩ me̩fa,32
kʼe̩wñ ki,32
o̩lo̩pu abo,32
bie̩ .,32
kʼi do̩mo̩,32
wa ge̩,32
todu a,32
. ),32
kpai juda,32
; ku,32
"o̩ma-mi ,",32
o̩la jihofa,32
o̩gba o̩gba,32
mi ge̩,32
de̩ ef,32
uche̩ichi ki,32
ki afa,32
dabe̩ne̩ kʼi,32
nako ma,32
du tef,32
du dabi,32
juda le̩,32
e̩wñ .,32
kʼi chʼonu,32
"e-le̩ ,",32
oñ defid,32
", inabali-wñ",32
no̩ kʼi,32
i mudabi,32
kʼi dab,32
kpai ewo,32
je̩ n,32
kʼi awa,32
kʼi ko̩la,32
o̩jo̩ ejodudu,32
", maku",32
: me̩,32
ki wa,32
kpai odufa,32
ef omiofo,32
ma chʼamo̩ma,32
", du",32
la kʼe̩wñ,32
ma gwo̩ru,31
"ledufu ,",31
amo̩ma aro̩n,31
onu ;,31
"ololo ,",31
tak amone̩,31
fʼu kpa,31
eju amone̩,31
du dufu,31
gba kwef,31
"ata-mi ,",31
iche̩wñ kʼi,31
chʼe̩wñ ogu,31
"ifraim ,",31
ajo̩ o̩kpakpa,31
mi me̩,31
"unyi-wñ ,",31
e̩wñ n,31
owñ onugo,31
kwʼefojale wa,31
muda ko̩,31
tak o̩jo̩,31
gbo̩ .,31
me̩ muda,31
kpai ure̩do̩,31
. (,31
babilo̩n .,31
teju e̩wñ,31
ne̩ che,31
chʼoka ;,31
la aka,31
", de̩",31
ama ama,31
ne̩ ma,31
i ra,31
iko e̩wñ,31
ago ofo,31
owñ ki,31
"awatu ,",31
i nyo̩,31
chʼe̩wñ ku,31
"kide̩ ,",31
ondu-wa jisus,31
abe̩k e̩ne̩,31
kʼi ra,31
", e̩ne̩ʼka",31
dʼuma e̩do̩,31
", ko",31
mi n.,31
ama e̩ne̩,31
"ami ,",31
dojikane̩ ñwu,31
amatama ku,31
n chai,31
lef e-le̩,31
"kenan ,",31
gbogbo dʼo̩jo̩,31
i mʼe̩wñ,31
; kʼi,31
ji ef,31
; ochochi,31
kʼa che,31
li le̩,31
"e̩bie̩ne̩ ,",31
do̩ mi,31
du aka,31
me̩ jo̩,31
la ño̩,31
me̩ta le̩,31
. aboke̩le̩,31
", taku",31
mudabi wa,31
fʼeju bʼane̩,31
e̩wñ o̩jo̩,31
uko̩lo̩ du,31
jihofa lugbo,31
ki kpe̩,31
fʼuma kpa,31
oji ;,31
kpai abo-wñ,31
amo̩ma onobule̩,31
uwe̩do̩ jihofa,31
"e-mi ,",31
n. u,31
", likpa",31
uwe̩ kʼe̩,31
ki awa,30
; todule̩,30
so̩l ka,30
e̩wñ ku,30
"agba ,",30
la chema,30
je̩rusale̩m o̩do̩,30
"abe̩le̩ ,",30
odu o̩jo̩,30
"o̩da ,",30
"omi ,",30
: tak,30
todu alu,30
chaka la,30
e̩ne̩ʼka ef,30
gbogbo alo,30
ukpo ku,30
adojikane̩ ñw,30
kʼi ko̩,30
kʼi ale,30
waa ;,30
? jihofa,30
", je̩",30
o̩jo̩-we̩ adu,30
gbo̩ le̩,30
e̩ n,30
ko̩ .,30
o̩jo̩ ku,30
i kwogugu,30
ki do̩mo̩,30
"jose̩f ,",30
. ochochi,30
jihofa kpai,30
kpai kwef,30
kwane̩ kwef,30
"o̩ma-mi ,",30
n. iche̩wñ,30
alu kʼabo,30
we̩ ;,30
li uwa,30
iche̩wñ kʼe̩ne̩,30
; tode̩gba,30
dodo ef,30
no̩ ku,30
? iche̩wñ,30
lewa je̩rusale̩m,30
omi jihofa,30
kraist .,30
"na ,",30
ololo .,30
o̩lo̩pu manasa,30
"chʼuwe̩ ,",30
aku .,30
alo jihofa,30
do̩ jeju,30
"chʼe̩ne̩fe̩nyi ,",30
cholu manyʼamata-wñ,30
tule .,30
taku joab,30
tak ame̩,30
kʼi kpe̩,30
o̩la te̩,30
nyʼo̩gwo̩ko̩ icham,30
ñw o̩la-mi,30
! oñ,30
"aje̩tachi ,",30
ñwu me̩-i,30
ewo du,30
ka kʼowñ,30
tane̩ ñw,30
gwo ma,30
jo̩ o̩gba,30
ne̩ me̩,30
"fero ,",30
onu kpai,30
"omiofo ,",30
defid kpai,30
che she̩ke̩l,30
ma ako,30
ñw ata-wñ,30
kʼi chʼabo,30
e̩wñ bibi,30
rinyo̩ ;,30
i leatu,30
le̩ da,30
tane̩ n,30
o̩jo̩ muda,30
"ile̩ ,",29
jʼef abo,29
ondu jisus,29
kʼi fo̩,29
dufu n,29
ma ka,29
le̩ ache,29
taki jihofa,29
tak e̩ne̩,29
ma eju,29
ka kʼe̩wñ,29
gwo̩ru wa,29
a che,29
aro̩n kakini,29
kwotejugede ñw,29
kpa ef,29
wa o̩gba,29
fʼowñ li,29
"ume̩ ,",29
. e̩do̩,29
me̩ n.,29
jo̩shua kakini,29
fe̩ n,29
kʼe̩ mʼu,29
uwe̩ che,29
"moab ,",29
kʼi kpa,29
ofo n,29
nadala te̩,29
o̩ma nun,29
nana tabale,29
e̩do̩ n,29
kʼi mʼu,29
ñw amako̩che̩-wñ,29
ki kwo,29
ki gbo̩,29
imo̩to̩ le̩,29
unyi-ma .,29
e̩ne̩ke̩le̩ kpʼonobule̩,29
che̩wñ kʼe̩ne̩,29
", o̩do̩",29
ki wache,29
kʼi gbo̩,29
le tu,29
ño̩ je̩,29
du je̩,29
amo̩ma e̩ne̩ke̩le̩,29
abo-i chʼamo̩ma,29
o̩takada iko,29
nyo̩ tule,29
; dagba,29
inabali-wñ che̩ko̩,29
ele wa,29
u lewa,29
otulale jo,29
kpai amo̩maye-wñ,29
che̩wñ ki,29
ñw amone̩-i,29
iche̩ka ef,29
da .,29
raku do̩,29
chʼe̩wñ ki,29
gbogbo wʼe̩gba,29
ma te̩,29
taku fero,29
", che",29
ade̩ .,29
i ade̩,29
o̩gbo̩gba le̩,29
gbogbo o̩jo̩,29
wʼugbo je̩re̩maya,29
ubi te̩,29
ondu ki,29
abo gad,29
kʼi ñwa,29
o̩re̩la du,29
ebije ikpa,29
", ane̩",29
ma ne,29
la nʼe̩ne̩,29
ma dʼodu-wñ,28
? abe̩k,28
naje̩ ñwu,28
oli le̩,28
daka kpai,28
ma kpai,28
kʼu ño̩,28
ako me̩,28
kpa ñw,28
fʼabo israe̩l,28
ache ki,28
tane̩ ;,28
"daji ,",28
n. ame̩,28
; odu,28
alu kʼo̩la,28
ne̩ ñw,28
tak ebraham,28
ubi ;,28
? o̩jo̩,28
i nyo̩,28
bo̩ ef,28
bi .,28
uwñ ;,28
) ;,28
"ugbo-wñ ,",28
me̩fa .,28
", gbogbo",28
chema e̩wñ,28
ka kʼe̩,28
nyi le̩,28
i mu,28
efu kraisti,28
ñw amagboji,28
ko rikpolo,28
? todu,28
"ewo ,",28
ma mudu,28
teju o̩la,28
o̩gba onu,28
kpai oj,28
o̩wo̩ ;,28
da rinyo̩,28
owñ kʼi,28
ma kʼo̩la-ma,28
kwo wa,28
tod iche̩bo̩,28
okuta le̩,28
kwʼane̩ ijipti,28
dʼu kpa,28
ñw onobule̩,28
"o̩gba-wñ ,",28
u chema,28
"unyi-ma ,",28
lewa me̩,28
akpa le̩,28
iye-wñ la,28
ta le̩,28
owñ chʼugbo,28
daka ;,28
ka ;,28
amagboji one̩,28
"me̩le̩ ,",28
ef uwe̩,28
ogu me̩lu,28
tef ewo,28
ma oñ,28
"ata-mi ,",28
fʼu ji,28
o̩jo̩ e̩kebie-wñ,28
chʼe̩wñ du,28
ma alo,28
gudu tef,28
kpai o̩jamalia,28
onuche̩ jihofa,28
abu kʼe̩,28
"manasa ,",28
ka kʼame̩,28
"po̩l ,",28
jʼonu juda,28
ogu ku,28
ku le̩,28
du me̩,28
le tef,28
muda kakini,28
kpai ekpikpa,28
"o̩gane̩ ,",28
ñwu jeko̩b,28
e̩do̩ kʼu,28
; ugbo,28
me̩ gbo̩,28
owñ chʼabu,28
oñ o̩jo̩,28
"uma ,",28
bʼabo israe̩l,28
kpai ame̩la,28
una le̩,28
ki fʼe̩wñ,28
"siria ,",28
le̩ aka,28
che̩wñ kʼe̩,28
? abu,28
oji-wñ .,27
"odu-mi ,",27
"o̩la-ma ,",27
one̩ kʼi,27
nyi babilo̩n,27
le̩ ne̩,27
dago ef,27
kʼi muda,27
owñ chʼo̩jo̩,27
"fa-i ,",27
e̩wñ kiafo̩,27
du e̩wñ,27
e̩do̩ ki,27
", ata-wñ",27
ki ako̩la,27
amatama le̩,27
unyabo le̩,27
ki nʼaku,27
tʼuma no̩,27
ekpa ma,27
"uñmi ,",27
la hi,27
e-le̩ la,27
o̩ko̩ le̩,27
kpai ane̩-wñ,27
me̩ :,27
de kpai,27
mi ef,27
"amo̩r ,",27
kʼe̩ gba,27
n. e̩gba,27
lef uwñ,27
chʼamo̩ma e̩ne̩ke̩le̩,27
todu amone̩,27
du ge̩,27
; mak,27
e̩wñ amonu,27
no̩ .,27
tode̩gba kʼi,27
la fʼo̩ma,27
o̩ga echi,27
tʼo̩ oji,27
o̩jo̩ ku,27
meji la,27
e̩ le̩,27
do̩ ka,27
u je̩,27
omi de̩,27
"iche̩bo̩ ,",27
iche̩wñ kʼe̩,27
e̩gba kʼo̩jo̩,27
oj ane̩-i,27
kʼu nañwa,27
ma ?,27
ache ñw,27
", o̩na",27
kʼu je̩,27
e̩gba kʼu,27
? ugbo,27
mud abo,27
ugbo o̩jo̩,27
"dʼabe̩le̩ ,",27
kʼi leku,27
ale kʼi,27
u gbo̩,27
i ne̩,27
ka me̩,27
ñmo̩ .,27
"o̩gba ,",27
ki te̩,27
ma ja,27
jihofa ache,27
muda ma,27
wʼugbo me̩,27
"fe̩ ,",27
e̩gba ejodudu,27
"ele ,",27
tʼabo ku,27
ma dab,27
adure ;,27
che n.,27
nyoke me̩jo̩,27
: ama,27
; go,27
ame̩we̩ ojale,27
israe̩l in,27
o̩mo̩ n,27
me̩ lewa,27
ma tʼo̩,27
", akone̩wñ",27
"e̩nyo̩ ,",27
fʼuche̩ kpe̩,27
"fana ,",27
"oka ,",27
abe̩k ef,27
", o̩chaka-ma",27
uko̩lo̩ unyi,27
kʼi agba,27
i mʼowñ,27
. tod,27
. mose̩s,27
gugu o̩mo̩,27
chi kʼuwe̩,27
mute̩gu wa,27
kpai odu,27
chʼe̩wñ ihie̩ne̩,27
ki lewa,27
dodo o̩mo̩,26
a ma,26
wa n.,26
e̩ ka,26
iche̩wñ kʼuwe̩,26
ki kʼe̩wñ,26
bi ñwu,26
todu mi,26
omu te̩ke̩te̩ke̩,26
o̩do̩ le̩,26
du maja,26
me̩ ge̩,26
oñ onu,26
dabe̩ne̩ ku,26
"o̩wo̩-wñ ,",26
me̩ aje̩,26
railo jihofa,26
ma fʼo̩la-ma,26
"je̩re̩maya ,",26
ñw odu-mi,26
ma chʼone̩,26
"ane̩-i ,",26
o̩la-ma kakini,26
"jo̩natan ,",26
kʼi ali,26
gad kpai,26
kpai be̩njamin,26
ama la,26
israe̩l che,26
israe̩l te̩,26
"ale ,",26
kʼoji ajo̩,26
"ibe ,",26
kʼu we,26
ma lale,26
: e̩wñ,26
", mute̩gu",26
me̩ mʼu,26
iche̩bo̩ ne,26
u mʼu,26
i ko̩la,26
gba le̩,26
"okate ,",26
"nyi ,",26
: todule̩,26
ño̩ wʼugbo,26
ogu .,26
", abe̩ku",26
ame̩ la,26
? owñ,26
chʼo̩jo̩ israe̩l,26
kpai aboke̩le̩,26
kʼomi che,26
o̩na o̩na,26
e̩wñ e̩yo̩,26
"ekeji ,",26
uwe̩ aka,26
ikpo unyi-ma,26
e̩wñ o̩la-wñ,26
bi amo̩ma,26
", o̩ma-mi",26
bi o̩ma,26
ef ujeju,26
uko̩lo̩ le̩,26
ama e̩ne̩,26
chai todu,26
", defid",26
kʼe̩ kakini,26
"gwoda ,",26
nyoke me̩fa,26
n. omi,26
n. abu,26
e̩gba du,26
ade̩nyo̩ ñw,26
kpai jo̩n,26
meji ki,26
ijipti ;,26
dago .,26
"ejumomi ,",26
ka kʼo̩jo̩,26
kʼo̩jo̩wu ma,26
"todu ,",26
ki da,26
kpai onu,26
rube̩n kpai,26
akpati le̩,26
alu kʼomi,26
o̩ma onobule̩,26
tod adure,26
kpa me̩,26
dab e̩kpe̩,26
abo rube̩n,26
todu kʼawa,26
lifai le̩,26
; o̩jo̩,26
? u,26
re̩ ma,26
"efu-ma ,",26
amud e̩wñ,26
ma wewe,26
"lile ,",26
ef uche̩,26
", afu",26
"pe̩ ,",26
e̩gba kʼa,26
le̩ eju,26
ugbo kʼomi,26
todu kʼa,25
nʼata n,25
e̩ ma,25
ka n,25
i ledufu,25
fʼe̩do̩ ne̩,25
ukpo line̩n,25
e̩ne̩ke̩le̩ che,25
"abe̩re̩me̩le̩ ,",25
kpai amo̩ma-we̩,25
ma ro̩,25
"ene ,",25
omune̩ ojoji,25
ma aka,25
ki wane̩,25
i dukpe̩,25
ma chʼuko̩lo̩,25
", ata",25
", onobule̩",25
"emi ,",25
"amo̩ma-wñ ,",25
kʼe̩ dʼu,25
ef odu-mi,25
me̩ dodo,25
me̩ !,25
", fai",25
mʼoji e̩wñ,25
la dʼe̩wñ,25
abe̩le̩ mose̩s,25
le̩ ñwu,25
", kwane̩",25
kpe̩ ñw,25
; amone̩,25
"be̩njamin ,",25
da ñw,25
ki rida,25
de̩ ugbo,25
e̩wñ kide̩,25
ma gu,25
wa kʼe̩,25
kʼo̩la jihofa,25
kpai iye-wñ,25
o̩jo̩ ejefu,25
ma nʼo̩jo̩wu,25
kide̩ .,25
ki kwʼugbo,25
kpa n,25
gujo rinyo̩,25
ñwu so̩lo̩mo̩n,25
ñw o̩wo̩,25
jisus kakini,25
che̩ko̩ ef,25
o̩wo̩ onu,25
ef o̩wo̩,25
abe̩k onobule̩,25
ef uwa,25
chi kwef,25
una .,25
alu kʼoji,25
du tinyo̩,25
le̩ chʼe̩ne̩,25
ka kʼe̩ne̩,25
li e̩ne̩,25
abo he̩t,25
tod o̩la,25
", eku",25
dufu le̩,25
mu ;,25
ki tʼo̩gba,25
"uwe̩ ,",25
kʼuwe̩ aka,25
igbe̩le̩ le̩,25
go̩ ñwu,25
kʼamone̩ le̩,25
jʼef o̩wo̩-wñ,25
che̩ko̩tane̩ kakini,25
ma nʼata,25
jisusi kraisti,25
eku du,25
a kʼa,25
kʼekpo kpe̩gwa,25
kpai ubo̩,25
. ugbo,25
e̩gba kʼonu,25
le̩ o̩wo̩,25
chʼutodu iche̩bo̩,25
kʼi nʼo̩da,25
me̩ta ;,25
fʼo̩wo̩-wñ nadala,25
samaria .,25
la leku,25
che icham,25
"ñwa ,",25
"jʼonu ,",25
e-ma .,25
ñw aboke̩le̩,25
le̩ mu,25
", mak",25
kʼi go̩,25
todu ame̩,25
do̩ ma,25
ma lule̩,25
abo e-le̩,25
kʼi bi,25
eti n,25
nyʼo̩gwo̩ko̩ o̩gbo̩,25
", li",25
la railo,25
kʼu naje̩,25
ata-wñ .,25
", okolo",25
ede le̩,25
"ze̩de̩kaya ,",25
uwo ki,25
kpʼe̩wñ iche̩bo̩,25
chʼabo ki,25
kʼi chʼagboji,25
"me̩fa ,",24
i chʼe̩wñ,24
ma bu,24
e̩gba ane̩,24
o̩mo̩ le̩,24
eju kʼi,24
ma dʼodu,24
kwo je̩rusale̩m,24
alu kʼa,24
ogbegbele̩ ;,24
ile̩-i .,24
chaka che,24
gba mi,24
"e̩gujo ,",24
onugo la,24
nyʼo̩gwo̩ko̩ meji,24
ka kʼabo,24
adu jihofa,24
ebraham kpai,24
kpai o̩jo̩,24
kpa rinyo̩,24
onugo ki,24
lile le̩,24
le̩ kwane̩,24
kpala jo̩,24
e̩la le̩,24
onu me̩ta,24
defid onu,24
e-le̩ i,24
"amo̩n ,",24
kwʼijipti dufu,24
e̩wñ e̩,24
line̩n efufu,24
o̩jo̩ e̩ke̩ta-wñ,24
abe̩le̩ abo,24
abo uche̩ichi,24
kʼe̩wñ ele,24
waala le̩,24
la adʼu,24
wa tod,24
muda aje̩,24
fʼu kpabie̩,24
la ñmo̩,24
chʼe̩ko̩ ñw,24
ama meji,24
"asiria ,",24
n. o̩jo̩,24
ab i,24
tʼuma le,24
"nyʼo̩la ,",24
i ko̩,24
kʼi adʼu,24
ate̩ .,24
uwo ifraim,24
ki dʼo̩gba,24
la de,24
le̩ kwo,24
a ki,24
e̩gbale̩ i,24
ef unyi-wñ,24
alu ku,24
la dojikane̩,24
kʼowñ ki,24
kʼone̩ ki,24
"eti ,",24
ma chʼe̩wñ,24
tak e̩ne̩ʼka,24
ugbo e̩ne̩,24
fʼuma o̩wo̩,24
ba tʼo̩,24
e̩gba kʼe̩ne̩,24
kpai amala,24
le ma,24
li .,24
me̩ laño̩,24
todu e̩gba,24
"ge̩dalaya ,",24
"chʼoka ,",24
te̩gu nyi,24
che̩wñ kʼone̩,24
ile̩-i du,24
ubi le̩,24
e̩bi omi,24
du kʼa,24
eche ñw,24
kpai amokuno̩,24
la chʼe̩ne̩,24
", ujiji-wñ",24
la ade̩,24
; amo̩ma,24
la agba,24
ugbo kʼu,24
"eñini ,",24
", so̩l",24
mebie ku,24
ma fʼowñ,24
uwe̩ muda,24
ma tod,24
o̩wo̩ olane̩,24
ama e̩gba,24
adu ñwu,24
kiafo̩ de̩,24
la ko̩la,24
e-le̩ ma,24
abo ane̩,24
oñ nako,24
le̩ leku,24
maja ef,24
iche̩wñ kʼu,24
we eku,24
abo midian,24
uwe̩ ma,24
